group_id,group_number,semester,seats,professor_id,course_id
1665,1,2009-1,39,6,23
3429,4,2015-2,50,7,47
434,1,2018-2,35,8,6
5051,2,2020-1,37,9,68
959,1,2022-2,27,10,13
4698,2,2009-2,41,11,64
2915,2,2014-1,40,12,40
3883,1,2015-1,48,13,53
4519,1,2019-2,35,14,61
1456,2,2013-1,29,15,20
3247,1,2008-2,24,16,45
2258,3,2010-1,20,17,31
2548,4,2014-2,31,18,35
929,1,2017-1,27,19,13
1938,1,2021-1,45,20,26
5712,2,2015-1,20,21,77
4440,1,2018-2,43,22,60
4970,1,2019-2,29,23,67
3901,2,2018-1,38,24,53
1128,2,2010-1,47,25,16
2873,1,2021-2,26,26,39
5632,2,2013-1,20,27,76
412,3,2014-2,30,28,6
3537,2,2021-2,40,29,48
4472,2,2010-1,40,30,61
5739,4,2019-1,43,1,77
3092,1,2020-1,22,2,42
5167,4,2012-1,40,3,70
4639,2,2012-2,45,4,63
2837,2,2015-2,48,5,39
3981,1,2018-2,30,6,54
1005,1,2018-1,33,7,14
2554,1,2016-1,36,8,35
5572,2,2015-2,50,9,75
2195,4,2011-1,47,10,30
1972,1,2011-2,46,11,27
1578,4,2021-1,31,12,21
2502,2,2019-2,46,13,34
4954,2,2015-2,49,14,67
3757,4,2019-2,46,15,51
2939,3,2017-2,50,16,40
3457,2,2021-1,20,17,47
374,3,2022-1,26,18,5
1096,3,2019-2,23,19,15
3225,1,2018-2,46,20,44
5287,1,2019-2,30,21,71
5220,1,2022-2,44,22,70
1674,2,2011-1,26,23,23
2155,1,2019-2,45,24,29
2060,1,2014-1,50,25,28
1188,3,2008-1,43,26,17
4370,4,2020-2,50,27,59
19,2,2011-1,30,28,1
1328,4,2018-1,23,29,18
847,3,2015-1,42,30,12
1384,1,2014-1,38,1,19
680,3,2009-2,45,2,10
2783,3,2019-2,40,3,38
3512,3,2016-2,48,4,48
1274,2,2008-1,48,5,18
272,2,2018-1,30,6,4
1329,1,2018-2,38,7,18
5152,1,2009-1,33,8,70
1429,4,2022-2,20,9,19
619,1,2013-1,46,10,9
3148,1,2016-2,24,11,43
224,4,2022-2,38,12,3
2003,2,2017-2,43,13,27
1434,1,2008-2,39,14,20
2371,2,2020-1,49,15,32
3465,3,2008-1,47,16,48
1073,2,2015-2,35,17,15
2242,2,2022-1,22,18,30
5622,2,2011-1,41,19,76
1345,2,2022-1,22,20,18
1862,2,2019-2,27,21,25
5176,1,2014-1,43,22,70
3827,2,2019-1,34,23,52
616,1,2012-2,34,24,9
3999,3,2021-2,27,25,54
695,1,2012-1,29,26,10
401,3,2012-2,50,27,6
2344,3,2013-1,29,28,32
3005,4,2016-2,20,29,41
25,4,2011-2,34,30,1
3145,3,2015-2,38,1,43
3974,1,2017-1,21,2,54
4048,2,2017-2,25,3,55
4715,2,2012-1,34,4,64
5047,2,2019-2,38,5,68
883,2,2022-2,47,6,12
2690,3,2016-1,29,7,37
3044,3,2010-1,23,8,42
4389,4,2009-2,25,9,60
2826,2,2013-2,21,10,39
1955,1,2009-1,48,11,27
3679,2,2019-2,23,12,50
2507,1,2021-1,32,13,34
696,1,2012-2,30,14,10
3869,1,2012-2,39,15,53
2563,1,2018-1,33,16,35
1554,2,2016-2,41,17,21
5166,3,2012-1,39,18,70
1513,1,2009-1,39,19,21
56,2,2017-2,21,20,1
2770,2,2016-1,47,21,38
1685,4,2012-2,29,22,23
5511,1,2020-1,50,23,74
2288,3,2016-1,47,24,31
2332,1,2011-1,36,25,32
4926,1,2010-1,27,26,67
2667,3,2011-2,20,27,37
3243,1,2022-2,23,28,44
1577,3,2021-1,23,29,21
4598,2,2020-1,38,30,62
2684,2,2014-2,49,1,37
3684,1,2020-2,23,2,50
4538,1,2008-2,24,3,62
1300,1,2012-2,44,4,18
3547,2,2008-1,34,5,49
1826,1,2011-2,49,6,25
209,1,2019-2,25,7,3
1737,1,2009-2,48,8,24
2810,2,2009-2,36,9,39
779,1,2016-2,31,10,11
3479,1,2011-1,28,11,48
4410,3,2013-1,42,12,60
5124,1,2017-2,49,13,69
3212,1,2016-1,31,14,44
4171,2,2012-2,36,15,57
1788,1,2019-1,40,16,24
4411,1,2013-2,21,17,60
278,1,2019-1,40,18,4
772,3,2014-2,49,19,11
3783,3,2010-2,43,20,52
210,1,2020-1,49,21,3
3601,1,2019-1,21,22,49
5427,1,2019-1,41,23,73
2328,4,2010-1,33,24,32
5032,3,2017-1,35,25,68
5369,2,2022-1,41,26,72
1389,3,2014-2,32,27,19
557,1,2015-2,20,28,8
2551,3,2015-1,24,29,35
2079,1,2018-1,49,30,28
2014,3,2019-1,37,1,27
5382,3,2010-1,43,2,73
5087,1,2012-1,22,3,69
4309,4,2010-1,25,4,59
4241,1,2012-2,25,5,58
2347,3,2013-2,36,6,32
2879,2,2022-2,33,7,39
4266,2,2017-2,20,8,58
4123,2,2018-1,38,9,56
4201,2,2020-1,27,10,57
4290,2,2022-1,50,11,58
1415,2,2020-2,31,12,19
5078,1,2010-1,28,13,69
4838,2,2021-2,28,14,65
3362,2,2018-1,23,15,46
2902,4,2012-1,22,16,40
5242,3,2011-2,48,17,71
4823,2,2018-2,41,18,65
3469,3,2008-2,39,19,48
5181,2,2015-1,43,20,70
3795,2,2013-1,45,21,52
2860,1,2019-2,47,22,39
3763,2,2021-1,41,23,51
1703,1,2017-2,42,24,23
1952,2,2008-2,37,25,27
3286,1,2017-1,31,26,45
3369,2,2019-2,46,27,46
5475,1,2013-2,42,28,74
4896,2,2019-2,33,29,66
1399,1,2017-1,38,30,19
5349,2,2016-1,35,1,72
3775,3,2009-1,37,2,52
1623,2,2015-2,38,3,22
4228,3,2009-2,22,4,58
3397,2,2010-2,37,5,47
3776,4,2009-1,32,6,52
3167,4,2020-1,48,7,43
898,3,2011-1,42,8,13
736,4,2021-1,26,9,10
2659,1,2010-1,43,10,37
235,4,2009-2,28,11,4
1916,2,2016-1,29,12,26
1048,1,2011-1,50,13,15
2221,1,2018-1,46,14,30
2559,2,2017-1,34,15,35
938,1,2018-2,44,16,13
3380,1,2022-1,22,17,46
3351,2,2015-1,46,18,46
4589,3,2018-2,23,19,62
2702,1,2018-2,28,20,37
1539,1,2014-1,33,21,21
4962,1,2017-2,29,22,67
5230,1,2009-2,44,23,71
5443,3,2022-1,41,24,73
2825,1,2013-2,24,25,39
2975,1,2009-2,21,26,41
5127,2,2018-2,21,27,69
2613,1,2014-2,48,28,36
490,1,2013-2,37,29,7
1859,1,2018-2,49,30,25
2118,1,2012-1,36,1,29
4051,1,2018-1,27,2,55
4789,3,2011-1,41,3,65
2528,1,2010-2,50,4,35
1865,2,2020-1,21,5,25
2222,2,2018-1,37,6,30
3157,2,2018-1,33,7,43
3165,2,2020-1,30,8,43
3209,2,2015-2,35,9,44
4632,2,2011-1,36,10,63
2033,2,2008-1,28,11,28
1648,2,2020-1,49,12,22
2149,3,2018-2,47,13,29
531,4,2009-1,30,14,8
3596,4,2018-1,42,15,49
3383,2,2022-2,30,16,46
3069,3,2015-1,34,17,42
1280,2,2009-1,43,18,18
4108,4,2015-1,40,19,56
571,3,2018-1,46,20,8
5729,3,2017-2,46,21,77
237,2,2010-1,40,22,4
5346,4,2015-1,32,23,72
190,1,2015-1,33,24,3
1147,2,2014-1,29,25,16
1445,2,2010-1,29,26,20
5602,3,2020-1,47,27,75
181,1,2012-2,34,28,3
3950,4,2012-1,40,29,54
4568,1,2015-1,38,30,62
1507,3,2008-1,42,1,21
484,3,2012-1,42,2,7
2922,1,2015-1,37,3,40
774,1,2015-1,24,4,11
5301,2,2022-1,35,5,71
2851,3,2018-1,31,6,39
4539,2,2008-2,35,7,62
2942,2,2018-1,20,8,40
4083,4,2010-2,32,9,56
5120,3,2016-2,26,10,69
583,2,2021-1,21,11,8
3767,2,2022-2,29,12,51
5439,1,2021-2,27,13,73
1818,2,2010-1,50,14,25
3037,1,2009-1,37,15,42
2381,1,2022-1,25,16,32
1838,3,2014-1,44,17,25
3029,3,2021-2,45,18,41
1666,2,2009-1,20,19,23
2624,2,2016-2,43,20,36
3122,1,2012-1,31,21,43
3865,1,2012-1,27,22,53
2756,1,2013-2,41,23,38
1927,2,2019-1,41,24,26
2015,4,2019-1,26,25,27
1084,2,2017-2,29,26,15
4230,1,2010-1,28,27,58
5717,2,2016-1,38,28,77
5299,3,2021-2,29,29,71
2615,1,2015-1,40,30,36
3594,2,2018-1,34,1,49
5623,1,2011-2,41,2,76
81,2,2022-2,25,3,1
5028,3,2016-2,24,4,68
2111,1,2010-1,50,5,29
2028,1,2022-2,32,6,27
4414,4,2013-2,35,7,60
2199,3,2012-1,26,8,30
2809,1,2009-2,29,9,39
4765,1,2021-1,45,10,64
1385,2,2014-1,23,11,19
4011,1,2009-1,46,12,55
3772,4,2008-2,37,13,52
3662,3,2016-1,32,14,50
2323,2,2009-1,23,15,32
868,3,2018-2,38,16,12
2410,3,2015-1,29,17,33
3994,2,2021-1,23,18,54
3925,2,2008-1,25,19,54
47,3,2016-1,23,20,1
4582,2,2017-2,31,21,62
2054,1,2013-1,31,22,28
624,2,2013-2,39,23,9
2754,1,2013-1,47,24,38
626,4,2013-2,30,25,9
4485,2,2012-2,20,26,61
1837,2,2014-1,46,27,25
5224,2,2008-2,45,28,71
431,2,2018-1,25,29,6
1555,3,2016-2,36,30,21
2436,2,2021-1,38,1,33
2745,1,2011-1,22,2,38
66,2,2019-2,22,3,1
3358,3,2017-1,22,4,46
1982,1,2013-2,49,5,27
2279,3,2014-2,20,6,31
3046,1,2010-2,26,7,42
5655,1,2018-1,22,8,76
3196,4,2011-2,47,9,44
892,1,2010-1,24,10,13
3342,1,2014-1,36,11,46
2397,1,2012-1,40,12,33
2298,2,2018-2,42,13,31
4253,2,2014-2,42,14,58
5452,1,2009-2,46,15,74
1023,1,2021-1,42,16,14
987,3,2013-2,48,17,14
5067,1,2008-2,27,18,69
379,2,2008-1,42,19,6
1764,2,2014-2,23,20,24
3318,3,2008-2,41,21,46
537,3,2010-2,25,22,8
4289,1,2022-1,38,23,58
385,1,2009-1,28,24,6
4107,3,2015-1,25,25,56
3268,1,2012-2,25,26,45
3279,1,2015-2,35,27,45
631,1,2015-1,50,28,9
3846,3,2008-1,46,29,53
3505,2,2015-1,32,30,48
315,3,2010-2,49,1,5
166,2,2009-1,50,2,3
3320,1,2009-1,49,3,46
3317,2,2008-2,21,4,46
3554,1,2010-1,21,5,49
3489,1,2013-1,26,6,48
2208,1,2014-2,33,7,30
2693,2,2017-1,26,8,37
3445,1,2019-1,36,9,47
4682,1,2021-1,28,10,63
2567,3,2018-2,47,11,35
4315,1,2011-2,47,12,59
2918,1,2014-2,33,13,40
4977,1,2021-1,48,14,67
5416,1,2017-1,50,15,73
2772,1,2017-1,47,16,38
191,2,2015-1,20,17,3
4055,1,2018-2,21,18,55
647,1,2018-1,49,19,9
882,1,2022-2,37,20,12
2044,2,2010-2,49,21,28
765,1,2013-2,39,22,11
4606,3,2021-1,49,23,62
4420,2,2015-1,36,24,60
2356,2,2015-2,25,25,32
153,2,2021-1,35,26,2
4762,2,2019-2,46,27,64
4399,3,2011-2,23,28,60
2729,2,2008-2,24,29,38
129,2,2016-1,35,30,2
2706,1,2019-1,26,1,37
5356,1,2018-1,32,2,72
1810,1,2008-2,30,3,25
1946,3,2022-2,21,4,26
5615,1,2009-1,40,5,76
169,1,2010-1,47,6,3
4446,1,2019-2,33,7,60
3239,1,2022-1,33,8,44
1404,4,2018-1,27,9,19
853,3,2016-1,25,10,12
4933,3,2011-1,48,11,67
1282,1,2009-2,37,12,18
199,1,2017-1,47,13,3
4425,1,2016-1,43,14,60
4088,3,2011-2,36,15,56
2305,1,2020-1,22,16,31
3139,1,2015-1,20,17,43
977,1,2012-1,20,18,14
538,1,2011-1,23,19,8
1053,1,2012-1,28,20,15
510,2,2019-1,36,21,7
284,3,2019-2,46,22,4
5700,1,2013-1,48,23,77
3054,2,2011-2,41,24,42
4343,3,2016-1,43,25,59
1213,1,2012-1,46,26,17
4067,3,2021-2,25,27,55
905,3,2012-1,23,28,13
1334,1,2019-2,35,29,18
5316,1,2010-1,20,30,72
1899,3,2012-1,49,1,26
2889,1,2010-1,25,2,40
3715,1,2011-2,46,3,51
4685,1,2022-1,36,4,63
1249,1,2019-1,22,5,17
1573,1,2020-2,38,6,21
1804,1,2022-2,26,7,24
747,2,2009-2,46,8,11
504,1,2018-1,27,9,7
603,1,2010-1,44,10,9
1016,3,2019-2,26,11,14
107,3,2011-1,23,12,2
5235,3,2010-1,34,13,71
4694,1,2009-1,21,14,64
4162,3,2010-2,32,15,57
4752,3,2018-1,43,16,64
902,3,2011-2,42,17,13
3745,2,2017-2,21,18,51
344,1,2016-1,22,19,5
907,1,2012-2,45,20,13
2188,1,2010-1,47,21,30
4020,1,2012-2,50,22,55
1288,3,2010-1,48,23,18
3535,4,2021-1,45,24,48
5733,2,2018-2,49,25,77
1926,1,2019-1,22,26,26
3826,1,2019-1,44,27,52
4831,2,2020-1,26,28,65
2888,4,2009-2,34,29,40
273,3,2018-1,50,30,4
1604,3,2011-2,27,1,22
912,1,2014-1,35,2,13
3224,4,2018-1,22,3,44
1782,2,2018-1,49,4,24
1149,4,2014-1,41,5,16
744,2,2008-2,45,6,11
4605,2,2021-1,41,7,62
3924,1,2008-1,33,8,54
1322,1,2016-2,33,9,18
2654,1,2009-1,27,10,37
3508,2,2016-1,27,11,48
2416,1,2016-1,26,12,33
2597,3,2010-1,33,13,36
1418,1,2021-1,33,14,19
2733,4,2009-1,42,15,38
4794,3,2012-1,43,16,65
2191,1,2010-2,40,17,30
2661,2,2010-2,49,18,37
3071,1,2015-2,34,19,42
2068,2,2016-1,29,20,28
1088,1,2018-2,35,21,15
5675,1,2022-2,25,22,76
4260,3,2016-1,40,23,58
5649,1,2017-1,44,24,76
5270,3,2016-1,40,25,71
654,3,2019-2,29,26,9
2477,4,2014-2,49,27,34
3732,1,2014-2,50,28,51
2925,2,2015-2,24,29,40
2989,1,2013-2,35,30,41
236,1,2010-1,22,1,4
3189,1,2010-1,47,2,44
5682,3,2008-2,24,3,77
5191,1,2017-1,49,4,70
1297,4,2011-2,25,5,18
3593,1,2018-1,38,6,49
4504,1,2016-1,32,7,61
2498,2,2019-1,34,8,34
3057,1,2012-2,21,9,42
2612,1,2014-1,43,10,36
2497,1,2019-1,42,11,34
500,1,2017-1,28,12,7
3059,3,2012-2,23,13,42
2524,1,2009-2,32,14,35
5471,4,2012-2,30,15,74
3112,2,2010-1,26,16,43
3551,2,2009-2,39,17,49
4044,1,2017-1,38,18,55
3147,2,2016-1,48,19,43
5217,3,2021-2,29,20,70
2771,1,2016-2,23,21,38
1832,3,2013-1,49,22,25
2893,2,2011-1,34,23,40
1277,3,2008-2,31,24,18
2735,2,2009-2,23,25,38
4771,3,2022-1,31,26,64
3892,3,2016-2,33,27,53
4164,2,2011-1,42,28,57
2514,1,2022-2,39,29,34
4029,1,2014-1,23,30,55
2993,1,2014-2,27,1,41
1679,2,2012-1,45,2,23
5640,1,2014-2,24,3,76
1247,2,2018-2,21,4,17
4034,3,2014-2,32,5,55
738,1,2022-1,31,6,10
2252,3,2008-2,33,7,31
3298,1,2019-2,38,8,45
1999,2,2016-2,49,9,27
5165,2,2012-1,44,10,70
2343,2,2013-1,32,11,32
1462,1,2014-2,50,12,20
5587,2,2018-1,30,13,75
857,1,2017-1,50,14,12
4507,1,2017-1,45,15,61
12,1,2009-2,34,16,1
4010,1,2008-2,41,17,55
4486,3,2012-2,49,18,61
5422,2,2018-1,37,19,73
2209,2,2014-2,45,20,30
3705,1,2010-1,39,21,51
5604,1,2021-1,39,22,75
3295,2,2018-2,44,23,45
4224,3,2009-1,25,24,58
925,4,2016-1,48,25,13
2293,4,2016-2,25,26,31
5293,4,2020-2,26,27,71
342,3,2015-2,23,28,5
1224,1,2014-2,24,29,17
1443,2,2009-2,41,30,20
2388,1,2009-1,47,1,33
4421,3,2015-1,28,2,60
1437,4,2008-2,30,3,20
4884,2,2016-2,32,4,66
3414,3,2013-1,29,5,47
835,3,2012-2,26,6,12
1920,1,2017-2,47,7,26
3470,1,2009-1,37,8,48
2086,2,2019-2,25,9,28
3932,3,2009-1,34,10,54
3160,1,2019-1,48,11,43
1900,1,2012-2,46,12,26
4587,1,2018-2,35,13,62
998,2,2016-2,26,14,14
658,2,2020-2,39,15,9
3957,3,2013-2,46,16,54
2553,1,2015-2,28,17,35
4147,1,2008-2,22,18,57
1715,2,2020-1,26,19,23
1746,1,2011-2,45,20,24
1062,1,2014-1,22,21,15
4346,2,2016-2,45,22,59
285,4,2019-2,33,23,4
158,2,2022-2,23,24,2
4984,2,2022-1,22,25,67
846,2,2015-1,42,26,12
4070,1,2022-2,21,27,55
294,1,2021-2,44,28,4
4581,1,2017-2,46,29,62
3889,2,2016-1,35,30,53
1481,4,2018-1,48,1,20
3903,1,2018-2,29,2,53
2123,1,2013-2,50,3,29
3129,1,2013-1,26,4,43
501,2,2017-1,36,5,7
5007,3,2012-1,31,6,68
922,1,2016-1,44,7,13
2708,3,2019-1,37,8,37
230,1,2009-1,31,9,4
2951,1,2019-2,22,10,40
3585,2,2016-1,29,11,49
4889,1,2017-2,50,12,66
2108,1,2009-2,48,13,29
5549,1,2012-1,42,14,75
4062,2,2020-2,40,15,55
2900,2,2012-1,38,16,40
4039,2,2016-1,28,17,55
4806,1,2015-2,33,18,65
1173,4,2018-2,48,19,16
1124,1,2009-2,25,20,16
5098,1,2013-2,39,21,69
2046,1,2011-2,43,22,28
91,4,2008-2,24,23,2
2260,2,2010-2,34,24,31
4502,2,2015-2,23,25,61
4394,4,2010-2,33,26,60
104,4,2010-2,45,27,2
622,4,2013-1,26,28,9
368,2,2021-1,27,29,5
3395,1,2010-1,20,30,47
3671,3,2017-2,20,1,50
3433,4,2016-1,37,2,47
3401,2,2011-1,45,3,47
1157,2,2016-1,40,4,16
2299,3,2018-2,30,5,31
1154,1,2015-2,49,6,16
732,2,2020-2,48,7,10
2174,2,2022-2,24,8,29
3198,2,2012-1,31,9,44
2147,1,2018-2,44,10,29
985,1,2013-2,42,11,14
613,3,2011-2,43,12,9
2193,2,2011-1,45,13,30
4330,2,2014-1,44,14,59
502,3,2017-1,36,15,7
1585,1,2008-2,30,16,22
4807,2,2015-2,34,17,65
2521,2,2009-1,37,18,35
3842,3,2022-1,21,19,52
964,1,2008-2,35,20,14
3788,2,2011-2,23,21,52
420,3,2016-1,44,22,6
4146,2,2008-1,39,23,57
1598,1,2010-2,42,24,22
1966,2,2010-2,26,25,27
5083,2,2011-1,42,26,69
5668,2,2021-1,20,27,76
4056,2,2018-2,39,28,55
2378,3,2021-1,29,29,32
2577,1,2021-2,25,30,35
3726,1,2013-2,37,1,51
1475,2,2017-2,49,2,20
2990,2,2013-2,32,3,41
3501,2,2014-2,32,4,48
766,2,2013-2,35,5,11
623,1,2013-2,32,6,9
1649,3,2020-1,47,7,22
811,1,2022-2,47,8,11
5642,2,2015-1,39,9,76
3650,3,2014-2,34,10,50
4862,1,2011-2,34,11,66
4466,4,2008-2,29,12,61
3098,3,2021-2,27,13,42
196,3,2015-2,29,14,3
5420,2,2017-2,36,15,73
4057,1,2019-1,42,16,55
4766,1,2021-2,22,17,64
1039,1,2009-1,33,18,15
4559,1,2012-2,50,19,62
5527,3,2008-1,41,20,75
521,1,2022-1,36,21,7
1003,2,2017-2,39,22,14
3555,2,2010-1,22,23,49
1357,1,2010-1,44,24,19
3153,1,2017-2,44,25,43
581,3,2020-2,40,26,8
4191,1,2017-2,32,27,57
3996,4,2021-1,44,28,54
685,4,2010-1,42,29,10
3388,3,2008-2,41,30,47
3995,3,2021-1,30,1,54
5617,3,2009-1,46,2,76
1369,2,2012-1,36,3,19
5740,1,2019-2,23,4,77
5610,3,2022-1,48,5,75
4854,3,2009-2,38,6,66
2795,1,2022-1,21,7,38
2853,1,2018-2,50,8,39
652,1,2019-2,29,9,9
4159,2,2010-1,43,10,57
3830,1,2019-2,32,11,52
3744,1,2017-2,41,12,51
3206,1,2014-2,37,13,44
946,3,2019-2,41,14,13
1401,1,2018-1,38,15,19
3926,1,2008-2,20,16,54
2839,4,2015-2,34,17,39
5277,2,2017-2,28,18,71
225,1,2008-1,36,19,4
2565,1,2018-2,27,20,35
4953,1,2015-2,41,21,67
2715,2,2020-2,48,22,37
4303,1,2009-1,50,23,59
4007,2,2008-1,50,24,55
3296,3,2018-2,31,25,45
3343,2,2014-1,24,26,46
4746,1,2017-2,21,27,64
339,3,2015-1,40,28,5
4534,1,2008-1,49,29,62
5119,2,2016-2,44,30,69
3825,1,2018-2,48,1,52
1340,2,2021-1,31,2,18
121,1,2015-1,29,3,2
839,2,2013-2,32,4,12
3942,2,2011-1,20,5,54
219,2,2022-1,29,6,3
4920,2,2008-2,27,7,67
3586,1,2016-2,46,8,49
1042,2,2009-2,47,9,15
3156,1,2018-1,40,10,43
2566,2,2018-2,31,11,35
2785,2,2020-1,28,12,38
2687,2,2015-2,46,13,37
4671,1,2019-1,36,14,63
3255,3,2009-2,48,15,45
1519,1,2010-1,32,16,21
4478,1,2011-2,30,17,61
4177,3,2013-2,35,18,57
4005,1,2022-2,25,19,54
2162,1,2021-1,40,20,29
5276,1,2017-2,31,21,71
2476,3,2014-2,27,22,34
5189,2,2016-2,27,23,70
2866,3,2020-1,45,24,39
4579,1,2017-1,49,25,62
5515,3,2020-2,44,26,74
4094,3,2012-2,29,27,56
2241,1,2022-1,30,28,30
3890,1,2016-2,25,29,53
1421,2,2021-2,41,30,19
3592,4,2017-2,50,1,49
2226,2,2018-2,45,2,30
97,1,2010-1,25,3,2
4527,1,2020-2,37,4,61
173,3,2010-2,23,5,3
1407,3,2018-2,22,6,19
4560,1,2013-1,42,7,62
3607,2,2020-2,23,8,49
1802,3,2021-2,39,9,24
4874,2,2014-1,38,10,66
1176,3,2019-1,45,11,16
4163,1,2011-1,42,12,57
3962,3,2014-2,34,13,54
2448,1,2008-2,48,14,34
4626,2,2009-1,37,15,63
2644,3,2021-1,43,16,36
1579,1,2021-2,33,17,21
3714,4,2011-1,24,18,51
2334,2,2011-2,39,19,32
2573,1,2019-2,22,20,35
1951,1,2008-2,47,21,27
52,1,2017-1,23,22,1
4093,2,2012-2,46,23,56
5523,4,2022-1,48,24,74
4256,3,2015-1,36,25,58
1007,3,2018-1,45,26,14
684,3,2010-1,26,27,10
4992,2,2009-1,44,28,68
4098,4,2013-1,34,29,56
2186,4,2009-1,49,30,30
1233,3,2016-1,49,1,17
3819,2,2017-2,34,2,52
3088,1,2019-1,46,3,42
2691,1,2016-2,42,4,37
5221,1,2008-1,31,5,71
651,1,2019-1,41,6,9
4069,1,2022-1,23,7,55
1012,1,2019-1,42,8,14
4096,2,2013-1,30,9,56
1126,3,2009-2,48,10,16
5314,3,2009-2,48,11,72
3868,4,2012-1,45,12,53
5408,1,2015-2,28,13,73
3832,1,2020-2,45,14,52
5015,1,2014-1,21,15,68
5430,2,2019-2,34,16,73
3283,1,2016-2,25,17,45
1568,1,2019-1,31,18,21
3310,1,2022-1,46,19,45
5115,1,2016-1,47,20,69
3833,2,2020-2,41,21,52
491,2,2013-2,39,22,7
1976,3,2012-1,28,23,27
4294,2,2022-2,36,24,58
1099,1,2020-2,33,25,15
2194,3,2011-1,22,26,30
1285,4,2009-2,48,27,18
3031,1,2022-2,21,28,41
5417,2,2017-1,25,29,73
1930,1,2019-2,46,30,26
3970,4,2016-1,28,1,54
4828,2,2019-2,27,2,65
567,1,2017-2,37,3,8
1901,1,2013-1,35,4,26
4165,1,2011-2,41,5,57
2555,1,2016-2,48,6,35
1144,1,2013-1,39,7,16
4023,4,2012-2,38,8,55
5132,2,2019-2,33,9,69
4570,3,2015-1,48,10,62
4741,4,2016-2,47,11,64
3492,4,2013-1,21,12,48
1857,2,2017-2,43,13,25
3786,2,2011-1,27,14,52
1676,2,2011-2,39,15,23
4652,1,2014-2,48,16,63
50,3,2016-2,25,17,1
823,3,2009-2,42,18,12
2327,3,2010-1,47,19,32
3781,1,2010-2,26,20,52
3213,2,2016-1,31,21,44
3573,2,2013-2,35,22,49
392,1,2011-1,22,23,6
2744,3,2010-2,48,24,38
649,3,2018-1,38,25,9
3849,1,2009-1,47,26,53
5225,3,2008-2,31,27,71
4003,3,2022-1,46,28,54
2456,1,2010-2,26,29,34
5455,4,2009-2,31,30,74
984,3,2013-1,50,1,14
5497,1,2017-2,43,2,74
670,1,2022-2,44,3,9
3658,3,2015-2,20,4,50
1876,1,2022-2,22,5,25
789,1,2018-2,26,6,11
1975,2,2012-1,34,7,27
4717,4,2012-1,25,8,64
1589,1,2009-1,35,9,22
569,1,2018-1,50,10,8
3843,1,2022-2,48,11,52
3740,3,2016-1,45,12,51
2041,3,2009-2,29,13,28
313,1,2010-2,35,14,5
5378,3,2009-1,23,15,73
1020,1,2020-2,28,16,14
1872,1,2021-1,37,17,25
4902,1,2021-1,22,18,66
4638,1,2012-2,48,19,63
3199,1,2012-2,34,20,44
2462,1,2011-2,26,21,34
4103,3,2014-2,42,22,56
391,2,2010-2,42,23,6
2492,4,2017-2,40,24,34
783,4,2017-1,34,25,11
5209,4,2019-2,41,26,70
3282,2,2016-1,25,27,45
1646,3,2019-2,32,28,22
1785,1,2018-2,23,29,24
503,1,2017-2,21,30,7
3190,2,2010-1,20,1,44
1314,3,2014-2,37,2,18
1542,1,2014-2,37,3,21
598,2,2009-1,31,4,9
1544,2,2015-1,31,5,21
3567,2,2012-1,37,6,49
1981,2,2013-1,33,7,27
2422,1,2017-1,43,8,33
5551,2,2012-2,22,9,75
561,2,2016-1,31,10,8
3421,1,2014-2,30,11,47
2890,1,2010-2,44,12,40
1828,2,2012-1,49,13,25
1162,1,2017-1,49,14,16
2198,2,2012-1,46,15,30
3884,2,2015-1,43,16,53
3215,2,2016-2,27,17,44
365,1,2020-2,31,18,5
214,1,2021-1,25,19,3
3242,4,2022-1,22,20,44
4457,1,2022-1,42,21,60
969,1,2010-1,22,22,14
3047,2,2010-2,21,23,42
1129,3,2010-1,40,24,16
1471,1,2017-1,31,25,20
2156,1,2020-1,24,26,29
2808,4,2009-1,46,27,39
4319,2,2012-1,27,28,59
1751,3,2012-1,45,29,24
3818,1,2017-2,47,30,52
4259,2,2016-1,26,1,58
4815,1,2017-2,37,2,65
5173,2,2013-1,40,3,70
5658,1,2018-2,44,4,76
5538,1,2010-1,50,5,75
928,3,2016-2,26,6,13
1994,4,2015-1,41,7,27
2699,1,2018-1,29,8,37
3494,2,2013-2,34,9,48
2622,2,2016-1,20,10,36
948,1,2020-2,47,11,13
4422,4,2015-1,50,12,60
2367,1,2018-2,46,13,32
553,4,2014-1,38,14,8
3067,1,2015-1,22,15,42
4032,1,2014-2,24,16,55
3327,2,2010-2,37,17,46
4758,1,2019-1,38,18,64
1978,1,2012-2,21,19,27
3804,1,2015-1,31,20,52
160,1,2008-1,45,21,3
3746,3,2017-2,43,22,51
5258,1,2014-2,37,23,71
146,2,2020-1,24,24,2
452,2,2021-2,31,25,6
4944,4,2013-2,20,26,67
1821,2,2010-2,29,27,25
4603,4,2020-2,40,28,62
2134,1,2016-1,31,29,29
1356,1,2009-2,42,30,19
3711,1,2011-1,47,1,51
627,1,2014-1,25,2,9
310,2,2009-2,39,3,5
5500,2,2018-1,46,4,74
1103,2,2021-1,28,5,15
751,1,2011-2,45,6,11
5129,2,2019-1,33,7,69
5722,4,2016-2,29,8,77
3218,1,2017-1,30,9,44
2168,3,2021-2,35,10,29
5525,1,2008-1,33,11,75
3371,1,2020-1,26,12,46
4454,4,2021-1,38,13,60
370,1,2021-2,21,14,5
2709,1,2019-2,34,15,37
894,1,2010-2,44,16,13
705,4,2014-1,30,17,10
3963,1,2015-1,41,18,54
